dates,P_1_1,P_1_2,P_1_3,P_1_4,P_1_5,P_1_6,P_1_7,P_1_8,P_2_1,P_2_2,P_2_3,P_2_4,P_2_5,P_2_6,P_2_7,P_2_8,P_3_1,P_3_2,P_3_3,P_3_4,P_3_5,P_3_6,P_3_7,P_3_8,P_4_1,P_4_2,P_4_3,P_4_4,P_4_5,P_4_6,P_4_7,P_4_8,P_5_1,P_5_2,P_5_3,P_5_4,P_5_5,P_5_6,P_5_7,P_5_8
4/22/20 7:00,0.1783,0.3263,0.3322,NaN,NaN,NaN,NaN,0.1466,0.1881,0.3356,0.3758,NaN,NaN,NaN,NaN,NaN,0.2286,0.2902,0.3072,NaN,NaN,NaN,NaN,0.2601,0.2274,0.3341,0.3939,NaN,NaN,NaN,NaN,NaN,0.2193,0.314,0.3778,NaN,NaN,NaN,NaN,0.1849
4/22/20 8:00,0.1785,0.3264,0.3321,NaN,NaN,NaN,NaN,0.1466,0.1889,0.3355,0.3757,NaN,NaN,NaN,NaN,NaN,0.2291,0.2901,0.3062,NaN,NaN,NaN,NaN,0.2601,0.2287,0.334,0.3938,NaN,NaN,NaN,NaN,NaN,0.2201,0.3139,0.3777,NaN,NaN,NaN,NaN,0.1849
4/22/20 9:00,0.1785,0.327,0.3319,NaN,NaN,NaN,NaN,0.1466,0.1891,0.3354,0.3757,NaN,NaN,NaN,NaN,NaN,0.2295,0.29,0.3072,NaN,NaN,NaN,NaN,0.26,0.2292,0.3339,0.3938,NaN,NaN,NaN,NaN,NaN,0.2204,0.3138,0.3776,NaN,NaN,NaN,NaN,NaN
4/22/20 10:00,0.1784,0.3271,0.3318,NaN,NaN,NaN,NaN,0.1467,0.1887,0.3353,0.3756,NaN,NaN,NaN,NaN,NaN,0.2299,0.2899,0.3063,NaN,NaN,NaN,NaN,0.26,0.2294,0.3338,0.3937,NaN,NaN,NaN,NaN,NaN,0.2206,0.3137,0.3775,NaN,NaN,NaN,NaN,NaN
4/22/20 11:00,0.1785,0.3268,0.3315,NaN,NaN,NaN,NaN,0.1467,0.1884,0.3352,0.3756,NaN,NaN,NaN,NaN,NaN,0.2301,0.2898,0.3062,NaN,NaN,NaN,NaN,0.26,0.2296,0.3337,0.3936,NaN,NaN,NaN,NaN,NaN,0.2207,0.3137,0.3773,NaN,NaN,NaN,NaN,NaN
4/22/20 12:00,0.1784,0.3265,0.3312,NaN,NaN,NaN,NaN,0.1467,0.1884,0.3351,0.3755,NaN,NaN,NaN,NaN,NaN,0.2303,0.2897,0.3065,NaN,NaN,NaN,NaN,0.2599,0.2297,0.3336,0.3934,NaN,NaN,NaN,NaN,NaN,0.2208,0.3135,0.3772,NaN,NaN,NaN,NaN,NaN
4/22/20 13:00,0.1788,0.3266,0.3309,NaN,NaN,NaN,NaN,0.1466,0.189,0.3351,0.3754,NaN,NaN,NaN,NaN,NaN,0.2307,0.2897,0.3045,NaN,NaN,NaN,NaN,0.2599,0.2301,0.3334,0.3933,NaN,NaN,NaN,NaN,NaN,0.2212,0.3134,0.3771,NaN,NaN,NaN,NaN,NaN
4/22/20 14:00,0.2039,0.3311,0.3306,NaN,NaN,NaN,NaN,0.1466,0.2096,0.3357,0.3753,NaN,NaN,NaN,NaN,NaN,0.2468,0.2903,0.3048,NaN,NaN,NaN,NaN,0.2599,0.2439,0.3337,0.3932,NaN,NaN,NaN,NaN,NaN,0.2399,0.3149,0.3771,NaN,NaN,NaN,NaN,NaN
4/22/20 15:00,0.2123,0.3321,0.3307,NaN,NaN,NaN,NaN,0.1466,0.2212,0.3374,0.3753,NaN,NaN,NaN,NaN,NaN,0.2589,0.2908,0.3061,NaN,NaN,NaN,NaN,0.2599,0.26,0.3345,0.3933,NaN,NaN,NaN,NaN,NaN,0.251,0.3161,0.3772,NaN,NaN,NaN,NaN,NaN
4/22/20 16:00,0.2115,0.3321,0.3308,NaN,NaN,NaN,NaN,0.1465,0.2193,0.3389,0.3754,NaN,NaN,NaN,NaN,NaN,0.2596,0.291,0.3066,NaN,NaN,NaN,NaN,0.26,0.2608,0.3356,0.3934,NaN,NaN,NaN,NaN,NaN,0.2509,0.3167,0.3772,NaN,NaN,NaN,NaN,NaN
4/22/20 17:00,0.2127,0.3322,0.3309,NaN,NaN,NaN,NaN,0.1466,0.2199,0.3401,0.3756,NaN,NaN,NaN,NaN,NaN,0.2615,0.2913,0.307,NaN,NaN,NaN,NaN,0.2599,0.262,0.337,0.3935,NaN,NaN,NaN,NaN,NaN,0.252,0.3174,0.3773,NaN,NaN,NaN,NaN,NaN
4/22/20 18:00,0.2158,0.3322,0.3311,NaN,NaN,NaN,NaN,0.1466,0.2222,0.3415,0.3757,NaN,NaN,NaN,NaN,NaN,0.2644,0.2916,0.3068,NaN,NaN,NaN,NaN,0.2599,0.2643,0.3386,0.3936,NaN,NaN,NaN,NaN,NaN,0.2545,0.3182,0.3774,NaN,NaN,NaN,NaN,NaN
4/22/20 19:00,0.2214,0.3329,0.3311,NaN,NaN,NaN,NaN,0.1467,0.2256,0.344,0.3758,NaN,NaN,NaN,NaN,NaN,0.2706,0.2921,0.307,NaN,NaN,NaN,NaN,0.2599,0.2689,0.3414,0.3936,NaN,NaN,NaN,NaN,NaN,0.2596,0.3197,0.3775,NaN,NaN,NaN,NaN,NaN
4/22/20 20:00,0.2203,0.3336,0.3313,NaN,NaN,NaN,NaN,0.1466,0.2232,0.346,0.376,NaN,NaN,NaN,NaN,NaN,0.2703,0.2927,0.3061,NaN,NaN,NaN,NaN,0.2599,0.2681,0.3449,0.3938,NaN,NaN,NaN,NaN,NaN,0.2586,0.322,0.3776,NaN,NaN,NaN,NaN,0.1849
4/22/20 21:00,0.2192,0.334,0.3314,NaN,NaN,NaN,NaN,0.1467,0.2221,0.3466,0.3761,NaN,NaN,NaN,NaN,NaN,0.2693,0.2931,0.3062,NaN,NaN,NaN,NaN,0.2599,0.2672,0.3474,0.394,NaN,NaN,NaN,NaN,NaN,0.2575,0.324,0.3777,NaN,NaN,NaN,NaN,0.1849
4/22/20 22:00,0.2185,0.3342,0.3315,NaN,NaN,NaN,NaN,0.1467,0.2212,0.3468,0.3762,NaN,NaN,NaN,NaN,NaN,0.2685,0.2933,0.3074,NaN,NaN,NaN,NaN,0.2599,0.2664,0.349,0.3941,NaN,NaN,NaN,NaN,NaN,0.2566,0.3255,0.3778,NaN,NaN,NaN,NaN,0.1849
4/22/20 23:00,0.2178,0.3344,0.3316,NaN,NaN,NaN,NaN,0.1467,0.2206,0.3469,0.3762,NaN,NaN,NaN,NaN,NaN,0.2678,0.2935,0.3072,NaN,NaN,NaN,NaN,0.2599,0.2659,0.3501,0.3942,NaN,NaN,NaN,NaN,NaN,0.2558,0.3266,0.3779,NaN,NaN,NaN,NaN,0.1849
4/23/20 0:00,0.2181,0.3345,0.3316,NaN,NaN,NaN,NaN,0.1467,0.2205,0.3468,0.3763,NaN,NaN,NaN,NaN,NaN,0.2674,0.2936,0.3069,NaN,NaN,NaN,NaN,0.2599,0.2655,0.351,0.3943,NaN,NaN,NaN,NaN,NaN,0.2554,0.3276,0.378,NaN,NaN,NaN,NaN,0.1849
4/23/20 1:00,0.2176,0.3346,0.3316,NaN,NaN,NaN,NaN,0.1467,0.22,0.3468,0.3764,NaN,NaN,NaN,NaN,NaN,0.2671,0.2937,0.3065,NaN,NaN,NaN,NaN,0.2599,0.2652,0.3516,0.3944,NaN,NaN,NaN,NaN,NaN,0.2552,0.3284,0.378,NaN,NaN,NaN,NaN,0.1849
4/23/20 2:00,0.2177,0.3345,0.3316,NaN,NaN,NaN,NaN,0.1467,0.2196,0.3468,0.3764,NaN,NaN,NaN,NaN,NaN,0.267,0.2938,0.3072,NaN,NaN,NaN,NaN,0.2598,0.265,0.3522,0.3944,NaN,NaN,NaN,NaN,NaN,0.2549,0.3292,0.378,NaN,NaN,NaN,NaN,0.1849
4/23/20 3:00,0.2175,0.3346,0.3315,NaN,NaN,NaN,NaN,0.1466,0.2194,0.3467,0.3764,NaN,NaN,NaN,NaN,NaN,0.2668,0.2939,0.3061,NaN,NaN,NaN,NaN,0.2599,0.2647,0.3527,0.3945,NaN,NaN,NaN,NaN,NaN,0.2546,0.3299,0.378,NaN,NaN,NaN,NaN,0.1849
4/23/20 4:00,0.2172,0.3348,0.3315,NaN,NaN,NaN,NaN,0.1467,0.2192,0.3467,0.3764,NaN,NaN,NaN,NaN,NaN,0.2665,0.294,0.3071,NaN,NaN,NaN,NaN,0.2599,0.2645,0.3532,0.3945,NaN,NaN,NaN,NaN,NaN,0.2544,0.3306,0.378,NaN,NaN,NaN,NaN,0.1849
4/23/20 5:00,0.2164,0.335,0.3314,NaN,NaN,NaN,NaN,0.1467,0.2189,0.3466,0.3765,NaN,NaN,NaN,NaN,NaN,0.2663,0.2941,0.3074,NaN,NaN,NaN,NaN,0.2599,0.2643,0.3536,0.3945,NaN,NaN,NaN,NaN,NaN,0.2542,0.3312,0.378,NaN,NaN,NaN,NaN,0.1849
4/23/20 6:00,0.2159,0.3349,0.3314,NaN,NaN,NaN,NaN,0.1468,0.2185,0.3465,0.3764,NaN,NaN,NaN,NaN,NaN,0.266,0.2942,0.3074,NaN,NaN,NaN,NaN,0.2599,0.2639,0.354,0.3946,NaN,NaN,NaN,NaN,NaN,0.2538,0.3318,0.378,NaN,NaN,NaN,NaN,0.1849
4/23/20 7:00,0.2157,0.3352,0.3314,NaN,NaN,NaN,NaN,0.1468,0.2184,0.3465,0.3765,NaN,NaN,NaN,NaN,NaN,0.2659,0.2942,0.3068,NaN,NaN,NaN,NaN,0.2599,0.2638,0.3542,0.3946,NaN,NaN,NaN,NaN,NaN,0.2537,0.3323,0.3779,NaN,NaN,NaN,NaN,0.1849
4/23/20 8:00,0.2156,0.3353,0.3314,NaN,NaN,NaN,NaN,0.1467,0.2184,0.3464,0.3765,NaN,NaN,NaN,NaN,NaN,0.2656,0.2943,0.307,NaN,NaN,NaN,NaN,0.2599,0.2636,0.3545,0.3947,NaN,NaN,NaN,NaN,NaN,0.2536,0.3329,0.3779,NaN,NaN,NaN,NaN,0.1849
4/23/20 9:00,0.2157,0.3354,0.3313,NaN,NaN,NaN,NaN,0.1468,0.2185,0.3464,0.3765,NaN,NaN,NaN,NaN,NaN,0.2655,0.2944,0.3069,NaN,NaN,NaN,NaN,0.26,0.2637,0.3547,0.3948,NaN,NaN,NaN,NaN,NaN,0.2536,0.3334,0.3779,NaN,NaN,NaN,NaN,0.1849
4/23/20 10:00,0.216,0.3354,0.3312,NaN,NaN,NaN,NaN,0.1468,0.2189,0.3464,0.3765,NaN,NaN,NaN,NaN,NaN,0.2658,0.2945,0.3054,NaN,NaN,NaN,NaN,0.2601,0.2641,0.355,0.3948,NaN,NaN,NaN,NaN,NaN,0.2539,0.3339,0.3779,NaN,NaN,NaN,NaN,0.1849
4/23/20 11:00,0.2167,0.3354,0.3311,NaN,NaN,NaN,NaN,0.1468,0.2199,0.3467,0.3765,NaN,NaN,NaN,NaN,NaN,0.2664,0.2946,0.3054,NaN,NaN,NaN,NaN,0.26,0.2651,0.3553,0.3947,NaN,NaN,NaN,NaN,NaN,0.2548,0.3344,0.3777,NaN,NaN,NaN,NaN,0.1849
4/23/20 12:00,0.2171,0.3355,0.3306,NaN,NaN,NaN,NaN,0.1468,0.2206,0.3471,0.3764,NaN,NaN,NaN,NaN,NaN,0.2668,0.2948,0.3069,NaN,NaN,NaN,NaN,0.26,0.266,0.3556,0.3944,NaN,NaN,NaN,NaN,NaN,0.2558,0.3349,0.3774,NaN,NaN,NaN,NaN,0.1849
4/23/20 13:00,0.2169,0.3354,0.3301,NaN,NaN,NaN,NaN,0.1468,0.22,0.3475,0.3762,NaN,NaN,NaN,NaN,NaN,0.2662,0.295,0.3058,NaN,NaN,NaN,NaN,0.26,0.2665,0.3559,0.3938,NaN,NaN,NaN,NaN,NaN,0.2563,0.3354,0.3769,NaN,NaN,NaN,NaN,0.1849
4/23/20 14:00,0.216,0.3353,0.3296,NaN,NaN,NaN,NaN,0.1468,0.2191,0.3478,0.3761,NaN,NaN,NaN,NaN,NaN,0.2649,0.2952,0.3057,NaN,NaN,NaN,NaN,0.2601,0.2662,0.3562,0.3932,NaN,NaN,NaN,NaN,NaN,0.2558,0.3358,0.3764,NaN,NaN,NaN,NaN,0.1849
4/23/20 15:00,0.2149,0.3352,0.329,NaN,NaN,NaN,NaN,0.1467,0.2177,0.3481,0.376,NaN,NaN,NaN,NaN,NaN,0.2627,0.2956,0.3039,NaN,NaN,NaN,NaN,0.2601,0.2651,0.3563,0.3927,NaN,NaN,NaN,NaN,NaN,0.2547,0.3362,0.3758,NaN,NaN,NaN,NaN,0.1849
4/23/20 16:00,0.2123,0.3348,0.3286,NaN,NaN,NaN,NaN,0.1467,0.216,0.3482,0.376,NaN,NaN,NaN,NaN,NaN,0.2604,0.296,0.3048,NaN,NaN,NaN,NaN,0.2601,0.2633,0.3563,0.3922,NaN,NaN,NaN,NaN,NaN,0.2528,0.3365,0.3756,NaN,NaN,NaN,NaN,0.1849
4/23/20 17:00,0.2092,0.3347,0.3283,NaN,NaN,NaN,NaN,0.1468,0.2143,0.3483,0.3761,NaN,NaN,NaN,NaN,NaN,0.258,0.2963,0.3057,NaN,NaN,NaN,NaN,0.2601,0.2614,0.3562,0.392,NaN,NaN,NaN,NaN,NaN,0.2509,0.3367,0.3756,NaN,NaN,NaN,NaN,0.1849
4/23/20 18:00,0.2065,0.3339,0.3284,NaN,NaN,NaN,NaN,0.1468,0.2124,0.3483,0.3764,NaN,NaN,NaN,NaN,NaN,0.2561,0.2966,0.3074,NaN,NaN,NaN,NaN,0.26,0.2597,0.3561,0.3922,NaN,NaN,NaN,NaN,NaN,0.2491,0.3369,0.3759,NaN,NaN,NaN,NaN,0.1849
4/23/20 19:00,0.2035,0.334,0.3285,NaN,NaN,NaN,NaN,0.1468,0.2108,0.3478,0.3766,NaN,NaN,NaN,NaN,NaN,0.2544,0.2969,0.3099,NaN,NaN,NaN,NaN,0.2599,0.2581,0.356,0.3924,NaN,NaN,NaN,NaN,NaN,0.2477,0.337,0.3763,NaN,NaN,NaN,NaN,0.1848
4/23/20 20:00,0.2017,0.3337,0.3288,NaN,NaN,NaN,NaN,0.1469,0.2096,0.3474,0.3769,NaN,NaN,NaN,NaN,NaN,0.2528,0.297,0.3067,NaN,NaN,NaN,NaN,0.26,0.2569,0.3561,0.3929,NaN,NaN,NaN,NaN,NaN,0.2465,0.337,0.3768,NaN,NaN,NaN,NaN,0.1849
4/23/20 21:00,0.2007,0.3339,0.3292,NaN,NaN,NaN,NaN,0.1466,0.2118,0.3468,0.3771,NaN,NaN,NaN,NaN,NaN,0.2513,0.297,0.3066,NaN,NaN,NaN,NaN,0.2599,0.2559,0.3559,0.3933,NaN,NaN,NaN,NaN,NaN,0.2456,0.3369,0.3773,NaN,NaN,NaN,NaN,0.1849
4/23/20 22:00,0.1993,0.3342,0.3293,NaN,NaN,NaN,NaN,0.1468,0.21,0.3462,0.3773,NaN,NaN,NaN,NaN,NaN,0.2502,0.2968,0.3065,NaN,NaN,NaN,NaN,0.26,0.255,0.3556,0.3936,NaN,NaN,NaN,NaN,NaN,0.2449,0.3367,0.3777,NaN,NaN,NaN,NaN,0.1849
4/23/20 23:00,0.1989,0.3335,0.3294,NaN,NaN,NaN,NaN,0.1468,0.2067,0.3456,0.3774,NaN,NaN,NaN,NaN,NaN,0.2494,0.2966,0.3054,NaN,NaN,NaN,NaN,0.26,0.2544,0.3553,0.3938,NaN,NaN,NaN,NaN,NaN,0.2444,0.3366,0.3778,NaN,NaN,NaN,NaN,0.1849
4/24/20 0:00,0.1981,0.3334,0.3294,NaN,NaN,NaN,NaN,0.1467,0.2095,0.345,0.3774,NaN,NaN,NaN,NaN,NaN,0.2487,0.2963,0.3052,NaN,NaN,NaN,NaN,0.26,0.2539,0.3549,0.394,NaN,NaN,NaN,NaN,NaN,0.2439,0.3364,0.378,NaN,NaN,NaN,NaN,0.1849
4/24/20 1:00,0.1973,0.3333,0.3293,NaN,NaN,NaN,NaN,0.1465,0.2083,0.3446,0.3774,NaN,NaN,NaN,NaN,NaN,0.2482,0.296,0.3056,NaN,NaN,NaN,NaN,0.26,0.2535,0.3546,0.394,NaN,NaN,NaN,NaN,NaN,0.2436,0.3362,0.378,NaN,NaN,NaN,NaN,0.1849
4/24/20 2:00,0.1964,0.3332,0.3292,NaN,NaN,NaN,NaN,0.1466,0.2079,0.3441,0.3773,NaN,NaN,NaN,NaN,NaN,0.2475,0.2958,0.3049,NaN,NaN,NaN,NaN,0.26,0.2528,0.3544,0.3941,NaN,NaN,NaN,NaN,NaN,0.243,0.336,0.378,NaN,NaN,NaN,NaN,0.1849
4/24/20 3:00,0.196,0.3328,0.329,NaN,NaN,NaN,NaN,0.1467,0.2049,0.3436,0.3772,NaN,NaN,NaN,NaN,NaN,0.247,0.2955,0.3051,NaN,NaN,NaN,NaN,0.2601,0.2524,0.3541,0.3941,NaN,NaN,NaN,NaN,NaN,0.2427,0.3358,0.378,NaN,NaN,NaN,NaN,0.1849
4/24/20 4:00,0.1965,0.332,0.3288,NaN,NaN,NaN,NaN,0.1468,0.2065,0.3433,0.3771,NaN,NaN,NaN,NaN,NaN,0.2477,0.2953,0.3068,NaN,NaN,NaN,NaN,0.26,0.2532,0.3538,0.3941,NaN,NaN,NaN,NaN,NaN,0.2433,0.3357,0.378,NaN,NaN,NaN,NaN,0.1849
4/24/20 5:00,0.1964,0.3324,0.3287,NaN,NaN,NaN,NaN,0.1468,0.206,0.343,0.377,NaN,NaN,NaN,NaN,NaN,0.2478,0.2951,0.3063,NaN,NaN,NaN,NaN,0.2601,0.2532,0.3536,0.3941,NaN,NaN,NaN,NaN,NaN,0.2433,0.3355,0.3779,NaN,NaN,NaN,NaN,0.1849
4/24/20 6:00,0.196,0.3325,0.3285,NaN,NaN,NaN,NaN,0.1468,0.2057,0.3426,0.3769,NaN,NaN,NaN,NaN,NaN,0.2474,0.2949,0.3063,NaN,NaN,NaN,NaN,0.2601,0.2528,0.3533,0.394,NaN,NaN,NaN,NaN,NaN,0.243,0.3353,0.3778,NaN,NaN,NaN,NaN,0.185
4/24/20 7:00,0.1956,0.3322,0.3282,NaN,NaN,NaN,NaN,0.1467,0.2053,0.3423,0.3768,NaN,NaN,NaN,NaN,NaN,0.247,0.2946,0.3069,NaN,NaN,NaN,NaN,0.26,0.2523,0.3531,0.3939,NaN,NaN,NaN,NaN,NaN,0.2426,0.3352,0.3777,NaN,NaN,NaN,NaN,0.185
4/24/20 8:00,0.1955,0.3319,0.328,NaN,NaN,NaN,NaN,0.1466,0.2054,0.342,0.3767,NaN,NaN,NaN,NaN,NaN,0.2468,0.2945,0.3068,NaN,NaN,NaN,NaN,0.26,0.2521,0.3528,0.3939,NaN,NaN,NaN,NaN,NaN,0.2425,0.335,0.3775,NaN,NaN,NaN,NaN,0.1849
4/24/20 9:00,0.196,0.3317,0.3278,NaN,NaN,NaN,NaN,0.1467,0.2062,0.3417,0.3766,NaN,NaN,NaN,NaN,NaN,0.2472,0.2947,0.3065,NaN,NaN,NaN,NaN,0.2601,0.2525,0.3526,0.3939,NaN,NaN,NaN,NaN,NaN,0.2428,0.3348,0.3774,NaN,NaN,NaN,NaN,0.185
4/24/20 10:00,0.1967,0.3315,0.3275,NaN,NaN,NaN,NaN,0.1468,0.2083,0.3417,0.3765,NaN,NaN,NaN,NaN,NaN,0.2479,0.2944,0.3065,NaN,NaN,NaN,NaN,0.2601,0.2533,0.3525,0.3937,NaN,NaN,NaN,NaN,NaN,0.2434,0.3347,0.3772,NaN,NaN,NaN,NaN,0.185
4/24/20 11:00,0.1967,0.3313,0.3272,NaN,NaN,NaN,NaN,0.1469,0.2105,0.3419,0.3763,NaN,NaN,NaN,NaN,NaN,0.2485,0.2942,0.306,NaN,NaN,NaN,NaN,0.26,0.2535,0.3525,0.3936,NaN,NaN,NaN,NaN,NaN,0.2436,0.3347,0.3771,NaN,NaN,NaN,NaN,0.1849
4/24/20 12:00,0.1971,0.3312,0.327,NaN,NaN,NaN,NaN,0.1467,0.2091,0.342,0.3763,NaN,NaN,NaN,NaN,NaN,0.2492,0.2941,0.3063,NaN,NaN,NaN,NaN,0.26,0.2541,0.3526,0.3936,NaN,NaN,NaN,NaN,NaN,0.2441,0.3348,0.377,NaN,NaN,NaN,NaN,0.1849
4/24/20 13:00,0.2206,0.3316,0.3269,NaN,NaN,NaN,NaN,0.1468,0.2271,0.3424,0.3762,NaN,NaN,NaN,NaN,NaN,0.2573,0.2944,0.3067,NaN,NaN,NaN,NaN,0.2601,0.2652,0.3528,0.3936,NaN,NaN,NaN,NaN,NaN,0.2582,0.3349,0.377,NaN,NaN,NaN,NaN,0.185
4/24/20 14:00,0.2394,0.3332,0.3269,NaN,NaN,NaN,NaN,0.1468,0.2435,0.3468,0.3761,NaN,NaN,NaN,NaN,NaN,0.2785,0.2951,0.3067,NaN,NaN,NaN,NaN,0.26,0.282,0.355,0.3936,NaN,NaN,NaN,NaN,NaN,0.2777,0.3359,0.377,NaN,NaN,NaN,NaN,0.185
4/24/20 15:00,0.2743,0.3535,0.3355,NaN,NaN,NaN,NaN,0.1469,0.2899,0.383,0.3791,NaN,NaN,NaN,NaN,NaN,0.3358,0.3149,0.3146,NaN,NaN,NaN,NaN,0.2598,0.3126,0.3798,0.3947,NaN,NaN,NaN,NaN,NaN,0.3044,0.3564,0.3787,NaN,NaN,NaN,NaN,0.185
4/24/20 16:00,0.3967,NaN,NaN,NaN,NaN,NaN,NaN,0.1472,0.3185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2588,0.3378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3129,NaN,NaN,NaN,NaN,NaN,NaN,0.1856
4/24/20 17:00,0.3954,NaN,NaN,NaN,NaN,NaN,NaN,0.1474,0.3042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2589,0.3274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3102,NaN,NaN,NaN,NaN,NaN,NaN,0.186
4/24/20 18:00,0.3831,NaN,NaN,NaN,NaN,NaN,NaN,0.1474,0.2939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2591,0.3198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3082,NaN,NaN,NaN,NaN,NaN,NaN,0.1862
4/24/20 19:00,0.3612,NaN,NaN,NaN,NaN,NaN,NaN,0.147,0.2873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3979,NaN,NaN,NaN,NaN,NaN,NaN,0.2593,0.3139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3058,NaN,NaN,NaN,NaN,NaN,NaN,0.1863
4/24/20 20:00,0.3454,NaN,NaN,NaN,NaN,NaN,NaN,0.1469,0.283,0.3983,NaN,NaN,NaN,NaN,NaN,NaN,0.3814,NaN,NaN,NaN,NaN,NaN,NaN,0.2596,0.3102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3039,NaN,NaN,NaN,NaN,NaN,NaN,0.1864
4/24/20 21:00,0.3353,NaN,NaN,NaN,NaN,NaN,NaN,0.1469,0.2824,0.3947,NaN,NaN,NaN,NaN,NaN,NaN,0.3708,NaN,NaN,NaN,NaN,NaN,NaN,0.2596,0.3083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3028,NaN,NaN,NaN,NaN,NaN,NaN,0.1864
4/24/20 22:00,0.3288,NaN,NaN,NaN,NaN,NaN,NaN,0.1469,0.2804,0.3924,NaN,NaN,NaN,NaN,NaN,NaN,0.3641,0.3668,NaN,NaN,NaN,NaN,NaN,0.26,0.3067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3017,NaN,NaN,NaN,NaN,NaN,NaN,0.1864
4/24/20 23:00,0.3249,NaN,NaN,NaN,NaN,NaN,NaN,0.1469,0.2786,0.3906,NaN,NaN,NaN,NaN,NaN,NaN,0.3609,0.36,0.3701,NaN,NaN,NaN,NaN,0.2608,0.3056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3008,NaN,NaN,NaN,NaN,NaN,NaN,0.1865
4/25/20 0:00,0.3218,NaN,NaN,NaN,NaN,NaN,NaN,0.1469,0.2768,0.3892,NaN,NaN,NaN,NaN,NaN,NaN,0.3583,0.3571,0.3655,NaN,NaN,NaN,NaN,0.2618,0.3046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,0.1865
4/25/20 1:00,0.3196,NaN,NaN,NaN,NaN,NaN,NaN,0.1469,0.2756,0.388,NaN,NaN,NaN,NaN,NaN,NaN,0.3567,0.3554,0.3619,NaN,NaN,NaN,NaN,0.2623,0.3037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2992,NaN,NaN,NaN,NaN,NaN,NaN,0.1866
4/25/20 2:00,0.3178,NaN,NaN,NaN,NaN,NaN,NaN,0.147,0.2724,0.387,NaN,NaN,NaN,NaN,NaN,NaN,0.3548,0.3539,0.3604,NaN,NaN,NaN,NaN,0.2628,0.3029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2984,NaN,NaN,NaN,NaN,NaN,NaN,0.1866
4/25/20 3:00,0.3164,NaN,NaN,NaN,NaN,NaN,NaN,0.147,0.2726,0.3861,NaN,NaN,NaN,NaN,NaN,NaN,0.3533,0.3526,0.3577,NaN,NaN,NaN,NaN,0.2632,0.3022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2978,NaN,NaN,NaN,NaN,NaN,NaN,0.1867
4/25/20 4:00,0.315,NaN,NaN,NaN,NaN,NaN,NaN,0.147,0.2704,0.3854,NaN,NaN,NaN,NaN,NaN,NaN,0.3525,0.3518,0.3574,NaN,NaN,NaN,NaN,0.2636,0.3016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2972,NaN,NaN,NaN,NaN,NaN,NaN,0.1867
4/25/20 5:00,0.3137,NaN,NaN,NaN,NaN,NaN,NaN,0.147,0.2697,0.3846,NaN,NaN,NaN,NaN,NaN,NaN,0.3515,0.351,0.3579,NaN,NaN,NaN,NaN,0.2638,0.301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2967,NaN,NaN,NaN,NaN,NaN,NaN,0.1867
4/25/20 6:00,0.3125,NaN,NaN,NaN,NaN,NaN,NaN,0.147,0.2703,0.3839,NaN,NaN,NaN,NaN,NaN,NaN,0.3511,0.3503,0.3585,NaN,NaN,NaN,NaN,0.264,0.3005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2962,NaN,NaN,NaN,NaN,NaN,NaN,0.1867
4/25/20 7:00,0.3115,NaN,NaN,NaN,NaN,NaN,NaN,0.147,0.27,0.3833,NaN,NaN,NaN,NaN,NaN,NaN,0.3518,0.3498,0.3594,NaN,NaN,NaN,NaN,0.264,0.3001,0.3998,NaN,NaN,NaN,NaN,NaN,NaN,0.2958,NaN,NaN,NaN,NaN,NaN,NaN,0.1868
4/25/20 8:00,0.3107,NaN,NaN,NaN,NaN,NaN,NaN,0.1471,0.2709,0.3827,NaN,NaN,NaN,NaN,NaN,NaN,0.3501,0.3493,0.3532,NaN,NaN,NaN,NaN,0.264,0.2998,0.3992,NaN,NaN,NaN,NaN,NaN,NaN,0.2955,NaN,NaN,NaN,NaN,NaN,NaN,0.1868
