dates,P_1_1,P_1_2,P_1_3,P_1_4,P_1_5,P_1_6,P_1_7,P_1_8,P_2_1,P_2_2,P_2_3,P_2_4,P_2_5,P_2_6,P_2_7,P_2_8,P_3_1,P_3_2,P_3_3,P_3_4,P_3_5,P_3_6,P_3_7,P_3_8,P_4_1,P_4_2,P_4_3,P_4_4,P_4_5,P_4_6,P_4_7,P_4_8,P_5_1,P_5_2,P_5_3,P_5_4,P_5_5,P_5_6,P_5_7,P_5_8
4/10/20 0:00,0.1356,0.3428,0.3785,NaN,NaN,NaN,NaN,0.1453,0.1072,0.3265,0.3856,NaN,NaN,NaN,NaN,NaN,0.197,0.2964,0.3151,NaN,NaN,NaN,NaN,0.2583,0.1329,0.3192,NaN,NaN,NaN,NaN,NaN,NaN,0.1466,0.3065,NaN,NaN,NaN,NaN,NaN,0.1843
4/10/20 1:00,0.1353,0.3424,0.3783,NaN,NaN,NaN,NaN,0.1453,0.1069,0.3259,0.3854,NaN,NaN,NaN,NaN,NaN,0.1962,0.2961,0.3149,NaN,NaN,NaN,NaN,0.2583,0.1324,0.3188,NaN,NaN,NaN,NaN,NaN,NaN,0.1462,0.3061,NaN,NaN,NaN,NaN,NaN,0.1843
4/10/20 2:00,0.1351,0.3422,0.3782,NaN,NaN,NaN,NaN,0.1454,0.1067,0.3254,0.3852,NaN,NaN,NaN,NaN,NaN,0.1956,0.2957,0.3148,NaN,NaN,NaN,NaN,0.2583,0.1321,0.3184,NaN,NaN,NaN,NaN,NaN,NaN,0.1458,0.3057,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 3:00,0.135,0.3421,0.378,NaN,NaN,NaN,NaN,0.1453,0.1068,0.3248,0.385,NaN,NaN,NaN,NaN,NaN,0.195,0.2954,0.3146,NaN,NaN,NaN,NaN,0.2583,0.1319,0.318,NaN,NaN,NaN,NaN,NaN,NaN,0.1456,0.3053,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 4:00,0.135,0.3419,0.3778,NaN,NaN,NaN,NaN,0.1454,0.1077,0.3243,0.3848,NaN,NaN,NaN,NaN,NaN,0.1946,0.295,0.3144,NaN,NaN,NaN,NaN,0.2584,0.1317,0.3176,NaN,NaN,NaN,NaN,NaN,NaN,0.1453,0.305,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 5:00,0.135,0.3415,0.3777,NaN,NaN,NaN,NaN,0.1454,0.1077,0.3237,0.3845,NaN,NaN,NaN,NaN,NaN,0.1943,0.2948,0.3143,NaN,NaN,NaN,NaN,0.2584,0.1316,0.3173,NaN,NaN,NaN,NaN,NaN,NaN,0.145,0.3048,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 6:00,0.135,0.3414,0.3775,NaN,NaN,NaN,NaN,0.1453,0.1078,0.3233,0.3843,NaN,NaN,NaN,NaN,NaN,0.194,0.2944,0.3142,NaN,NaN,NaN,NaN,0.2584,0.1314,0.317,NaN,NaN,NaN,NaN,NaN,NaN,0.1448,0.3045,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 7:00,0.135,0.341,0.3773,NaN,NaN,NaN,NaN,0.1453,0.1079,0.3228,0.3841,NaN,NaN,NaN,NaN,NaN,0.1936,0.2941,0.314,NaN,NaN,NaN,NaN,0.2584,0.1313,0.3167,NaN,NaN,NaN,NaN,NaN,NaN,0.1446,0.3043,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 8:00,0.1351,0.3407,0.3771,NaN,NaN,NaN,NaN,0.1454,0.1081,0.3224,0.3839,NaN,NaN,NaN,NaN,NaN,0.1933,0.2938,0.3138,NaN,NaN,NaN,NaN,0.2584,0.1312,0.3164,NaN,NaN,NaN,NaN,NaN,NaN,0.1446,0.3041,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 9:00,0.1354,0.3402,0.3767,NaN,NaN,NaN,NaN,0.1454,0.109,0.3221,0.3837,NaN,NaN,NaN,NaN,NaN,0.1937,0.2933,0.3136,NaN,NaN,NaN,NaN,0.2584,0.1315,0.3159,NaN,NaN,NaN,NaN,NaN,NaN,0.1451,0.3038,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 10:00,0.1363,0.3399,0.3764,NaN,NaN,NaN,NaN,0.1454,0.1098,0.3221,0.3836,NaN,NaN,NaN,NaN,NaN,0.1947,0.293,0.3136,NaN,NaN,NaN,NaN,0.2584,0.1323,0.3156,NaN,NaN,NaN,NaN,NaN,NaN,0.1458,0.3036,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 11:00,0.1372,0.3397,0.376,NaN,NaN,NaN,NaN,0.1454,0.1106,0.3222,0.3835,NaN,NaN,NaN,NaN,NaN,0.1961,0.2927,0.3137,NaN,NaN,NaN,NaN,0.2584,0.1332,0.3154,NaN,NaN,NaN,NaN,NaN,NaN,0.1469,0.3035,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 12:00,0.1377,0.3398,0.3757,NaN,NaN,NaN,NaN,0.1454,0.1111,0.3226,0.3834,NaN,NaN,NaN,NaN,NaN,0.1978,0.2927,0.3136,NaN,NaN,NaN,NaN,0.2584,0.1339,0.3154,NaN,NaN,NaN,NaN,NaN,NaN,0.1481,0.3036,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 13:00,0.1377,0.3399,0.3754,NaN,NaN,NaN,NaN,0.1453,0.1117,0.323,0.3834,NaN,NaN,NaN,NaN,NaN,0.199,0.293,0.3135,NaN,NaN,NaN,NaN,0.2584,0.1341,0.3156,NaN,NaN,NaN,NaN,NaN,NaN,0.1486,0.3037,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 14:00,0.137,0.3402,0.3753,NaN,NaN,NaN,NaN,0.1453,0.1115,0.3235,0.3834,NaN,NaN,NaN,NaN,NaN,0.199,0.2932,0.3134,NaN,NaN,NaN,NaN,0.2584,0.1336,0.3158,NaN,NaN,NaN,NaN,NaN,NaN,0.1481,0.3041,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 15:00,0.1361,0.3403,0.3752,NaN,NaN,NaN,NaN,0.1453,0.1109,0.3237,0.3835,NaN,NaN,NaN,NaN,NaN,0.1988,0.2935,0.3134,NaN,NaN,NaN,NaN,0.2585,0.1327,0.3159,NaN,NaN,NaN,NaN,NaN,NaN,0.1474,0.3043,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 16:00,0.1353,0.3401,0.375,NaN,NaN,NaN,NaN,0.1453,0.1106,0.3239,0.3836,NaN,NaN,NaN,NaN,NaN,0.1988,0.2937,0.3135,NaN,NaN,NaN,NaN,0.2585,0.1323,0.316,NaN,NaN,NaN,NaN,NaN,NaN,0.147,0.3043,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 17:00,0.1343,0.3401,0.375,NaN,NaN,NaN,NaN,0.1454,0.1099,0.324,0.3836,NaN,NaN,NaN,NaN,NaN,0.1985,0.2938,0.3138,NaN,NaN,NaN,NaN,0.2585,0.1312,0.3161,NaN,NaN,NaN,NaN,NaN,NaN,0.1462,0.3043,NaN,NaN,NaN,NaN,NaN,0.1844
4/10/20 18:00,0.1337,0.3401,0.3749,NaN,NaN,NaN,NaN,0.1455,0.1097,0.324,0.3837,NaN,NaN,NaN,NaN,NaN,0.1981,0.2939,0.3138,NaN,NaN,NaN,NaN,0.2585,0.1304,0.3161,NaN,NaN,NaN,NaN,NaN,NaN,0.1456,0.3043,NaN,NaN,NaN,NaN,NaN,0.1845
4/10/20 19:00,0.1329,0.3401,0.3749,NaN,NaN,NaN,NaN,0.1454,0.1093,0.3241,0.3838,NaN,NaN,NaN,NaN,NaN,0.1976,0.2941,0.3144,NaN,NaN,NaN,NaN,0.2585,0.1298,0.3161,NaN,NaN,NaN,NaN,NaN,NaN,0.1448,0.3043,NaN,NaN,NaN,NaN,NaN,0.1845
4/10/20 20:00,0.1324,0.3403,0.375,NaN,NaN,NaN,NaN,0.1455,0.1093,0.3241,0.3839,NaN,NaN,NaN,NaN,NaN,0.1972,0.2941,0.3151,NaN,NaN,NaN,NaN,0.2585,0.1293,0.3161,NaN,NaN,NaN,NaN,NaN,NaN,0.1442,0.3043,NaN,NaN,NaN,NaN,NaN,0.1845
4/10/20 21:00,0.132,0.3403,0.3751,NaN,NaN,NaN,NaN,0.1454,0.1087,0.3239,0.3839,NaN,NaN,NaN,NaN,NaN,0.1965,0.2941,0.3147,NaN,NaN,NaN,NaN,0.2584,0.1287,0.316,NaN,NaN,NaN,NaN,NaN,NaN,0.1434,0.3042,NaN,NaN,NaN,NaN,NaN,0.1845
4/10/20 22:00,0.1314,0.3403,0.3752,NaN,NaN,NaN,NaN,0.1454,0.109,0.3237,0.3839,NaN,NaN,NaN,NaN,NaN,0.1954,0.2941,0.3143,NaN,NaN,NaN,NaN,0.2584,0.128,0.3159,NaN,NaN,NaN,NaN,NaN,NaN,0.1426,0.3041,NaN,NaN,NaN,NaN,NaN,0.1845
4/10/20 23:00,0.1309,0.3399,0.3752,NaN,NaN,NaN,NaN,0.1454,0.1082,0.3234,0.3839,NaN,NaN,NaN,NaN,NaN,0.1947,0.2939,0.3155,NaN,NaN,NaN,NaN,0.2584,0.1273,0.3157,NaN,NaN,NaN,NaN,NaN,NaN,0.142,0.3038,NaN,NaN,NaN,NaN,NaN,0.1845
4/11/20 0:00,0.1303,0.3396,0.3752,NaN,NaN,NaN,NaN,0.1454,0.1077,0.3231,0.3839,NaN,NaN,NaN,NaN,NaN,0.1941,0.2937,0.3161,NaN,NaN,NaN,NaN,0.2584,0.1266,0.3155,NaN,NaN,NaN,NaN,NaN,NaN,0.1415,0.3035,NaN,NaN,NaN,NaN,NaN,0.1845
4/11/20 1:00,0.1298,0.3395,0.3751,NaN,NaN,NaN,NaN,0.1454,0.1079,0.3228,0.3838,NaN,NaN,NaN,NaN,NaN,0.1935,0.2935,0.3162,NaN,NaN,NaN,NaN,0.2585,0.1261,0.3152,NaN,NaN,NaN,NaN,NaN,NaN,0.141,0.3032,NaN,NaN,NaN,NaN,NaN,0.1845
4/11/20 2:00,0.129,0.3392,0.375,NaN,NaN,NaN,NaN,0.1454,0.1074,0.3225,0.3838,NaN,NaN,NaN,NaN,NaN,0.193,0.2932,0.3161,NaN,NaN,NaN,NaN,0.2585,0.1255,0.3149,NaN,NaN,NaN,NaN,NaN,NaN,0.1406,0.3029,NaN,NaN,NaN,NaN,NaN,0.1845
4/11/20 3:00,0.1283,0.3389,0.3749,NaN,NaN,NaN,NaN,0.1454,0.1073,0.3223,0.3837,NaN,NaN,NaN,NaN,NaN,0.1926,0.293,0.316,NaN,NaN,NaN,NaN,0.2585,0.125,0.3147,NaN,NaN,NaN,NaN,NaN,NaN,0.1403,0.3026,NaN,NaN,NaN,NaN,NaN,0.1845
4/11/20 4:00,0.1279,0.3386,0.3747,NaN,NaN,NaN,NaN,0.1454,0.1072,0.3221,0.3836,NaN,NaN,NaN,NaN,NaN,0.1923,0.2928,0.3144,NaN,NaN,NaN,NaN,0.2585,0.1246,0.3145,NaN,NaN,NaN,NaN,NaN,NaN,0.14,0.3024,NaN,NaN,NaN,NaN,NaN,0.1845
4/11/20 5:00,0.1274,0.3386,0.3746,NaN,NaN,NaN,NaN,0.1454,0.1068,0.322,0.3835,NaN,NaN,NaN,NaN,NaN,0.1919,0.2927,0.3155,NaN,NaN,NaN,NaN,0.2585,0.1241,0.3143,NaN,NaN,NaN,NaN,NaN,NaN,0.1397,0.3022,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 6:00,0.1271,0.3385,0.3745,NaN,NaN,NaN,NaN,0.1454,0.1066,0.3217,0.3834,NaN,NaN,NaN,NaN,NaN,0.1915,0.2925,0.3157,NaN,NaN,NaN,NaN,0.2585,0.1238,0.3142,NaN,NaN,NaN,NaN,NaN,NaN,0.1394,0.302,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 7:00,0.1269,0.3385,0.3744,NaN,NaN,NaN,NaN,0.1455,0.1066,0.3216,0.3833,NaN,NaN,NaN,NaN,NaN,0.1913,0.2924,0.3157,NaN,NaN,NaN,NaN,0.2585,0.1235,0.314,NaN,NaN,NaN,NaN,NaN,NaN,0.1392,0.3018,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 8:00,0.1268,0.3382,0.3742,NaN,NaN,NaN,NaN,0.1455,0.1074,0.3214,0.3832,NaN,NaN,NaN,NaN,NaN,0.191,0.2922,0.3157,NaN,NaN,NaN,NaN,0.2585,0.1233,0.3138,NaN,NaN,NaN,NaN,NaN,NaN,0.139,0.3017,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 9:00,0.1269,0.3379,0.3739,NaN,NaN,NaN,NaN,0.1455,0.1089,0.3213,0.3831,NaN,NaN,NaN,NaN,NaN,0.1912,0.2921,0.3157,NaN,NaN,NaN,NaN,0.2585,0.1235,0.3136,NaN,NaN,NaN,NaN,NaN,NaN,0.1392,0.3014,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 10:00,0.1274,0.3374,0.3735,NaN,NaN,NaN,NaN,0.1455,0.1093,0.3213,0.383,NaN,NaN,NaN,NaN,NaN,0.1919,0.2919,0.315,NaN,NaN,NaN,NaN,0.2585,0.1242,0.3133,NaN,NaN,NaN,NaN,NaN,NaN,0.1397,0.3011,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 11:00,0.1279,0.3368,0.3729,NaN,NaN,NaN,NaN,0.1455,0.1101,0.3216,0.383,NaN,NaN,NaN,NaN,NaN,0.1931,0.2918,0.3156,NaN,NaN,NaN,NaN,0.2586,0.1248,0.313,NaN,NaN,NaN,NaN,NaN,NaN,0.1404,0.3007,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 12:00,0.1284,0.3363,0.3722,NaN,NaN,NaN,NaN,0.1455,0.1109,0.3221,0.3829,NaN,NaN,NaN,NaN,NaN,0.1947,0.2918,0.3154,NaN,NaN,NaN,NaN,0.2587,0.1256,0.3128,NaN,NaN,NaN,NaN,NaN,NaN,0.1411,0.3002,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 13:00,0.1289,0.3359,0.3714,NaN,NaN,NaN,NaN,0.1456,0.1115,0.3227,0.3828,NaN,NaN,NaN,NaN,NaN,0.1963,0.2921,0.3152,NaN,NaN,NaN,NaN,0.2589,0.1264,0.3125,NaN,NaN,NaN,NaN,NaN,NaN,0.1416,0.2998,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 14:00,0.1289,0.3355,0.3707,NaN,NaN,NaN,NaN,0.1455,0.1116,0.3234,0.3828,NaN,NaN,NaN,NaN,NaN,0.1975,0.2924,0.315,NaN,NaN,NaN,NaN,0.2591,0.1267,0.3124,NaN,NaN,NaN,NaN,NaN,NaN,0.1417,0.2995,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 15:00,0.1285,0.3352,0.37,NaN,NaN,NaN,NaN,0.1455,0.1118,0.3241,0.3828,NaN,NaN,NaN,NaN,NaN,0.1982,0.2927,0.3148,NaN,NaN,NaN,NaN,0.259,0.1268,0.3123,NaN,NaN,NaN,NaN,NaN,NaN,0.1416,0.2992,NaN,NaN,NaN,NaN,NaN,0.1846
4/11/20 16:00,0.1276,0.335,0.3693,NaN,NaN,NaN,NaN,0.1455,0.1117,0.3247,0.3828,NaN,NaN,NaN,NaN,NaN,0.1987,0.2932,0.3147,NaN,NaN,NaN,NaN,0.2589,0.1263,0.3121,NaN,NaN,NaN,NaN,NaN,NaN,0.141,0.299,0.3996,NaN,NaN,NaN,NaN,0.1846
4/11/20 17:00,0.1267,0.3343,0.3686,NaN,NaN,NaN,NaN,0.1455,0.1112,0.3252,0.3829,NaN,NaN,NaN,NaN,NaN,0.1987,0.2936,0.3147,NaN,NaN,NaN,NaN,0.2589,0.1253,0.3119,NaN,NaN,NaN,NaN,NaN,NaN,0.1398,0.2986,0.3986,NaN,NaN,NaN,NaN,0.1845
4/11/20 18:00,0.1257,0.3338,0.3682,NaN,NaN,NaN,NaN,0.1455,0.1106,0.3256,0.3831,NaN,NaN,NaN,NaN,NaN,0.1981,0.2939,0.3145,NaN,NaN,NaN,NaN,0.2588,0.1244,0.3117,NaN,NaN,NaN,NaN,NaN,NaN,0.1384,0.2984,0.3981,NaN,NaN,NaN,NaN,0.1845
4/11/20 19:00,0.1246,0.3334,0.3679,NaN,NaN,NaN,NaN,0.1455,0.1097,0.3258,0.3833,NaN,NaN,NaN,NaN,NaN,0.1974,0.2942,0.3138,NaN,NaN,NaN,NaN,0.2587,0.1233,0.3114,NaN,NaN,NaN,NaN,NaN,NaN,0.137,0.2981,0.3979,NaN,NaN,NaN,NaN,0.1845
4/11/20 20:00,0.1238,0.3336,0.3682,NaN,NaN,NaN,NaN,0.1456,0.1088,0.3258,0.3835,NaN,NaN,NaN,NaN,NaN,0.1963,0.2945,0.3141,NaN,NaN,NaN,NaN,0.2587,0.1223,0.3114,NaN,NaN,NaN,NaN,NaN,NaN,0.1357,0.2982,0.3983,NaN,NaN,NaN,NaN,0.1845
4/11/20 21:00,0.1228,0.3336,0.3686,NaN,NaN,NaN,NaN,0.1456,0.1082,0.3255,0.3838,NaN,NaN,NaN,NaN,NaN,0.195,0.2946,0.3131,NaN,NaN,NaN,NaN,0.2587,0.1213,0.3114,NaN,NaN,NaN,NaN,NaN,NaN,0.1345,0.2981,0.3988,NaN,NaN,NaN,NaN,0.1845
4/11/20 22:00,0.1223,0.3335,0.3688,NaN,NaN,NaN,NaN,0.1456,0.1083,0.3253,0.384,NaN,NaN,NaN,NaN,NaN,0.1941,0.2945,0.3133,NaN,NaN,NaN,NaN,0.2587,0.1208,0.3112,NaN,NaN,NaN,NaN,NaN,NaN,0.1338,0.2979,0.3991,NaN,NaN,NaN,NaN,0.1845
4/11/20 23:00,0.1221,0.3334,0.369,NaN,NaN,NaN,NaN,0.1456,0.1083,0.325,0.3841,NaN,NaN,NaN,NaN,NaN,0.1934,0.2944,0.3142,NaN,NaN,NaN,NaN,0.2587,0.1204,0.311,NaN,NaN,NaN,NaN,NaN,NaN,0.1332,0.2976,0.3994,NaN,NaN,NaN,NaN,0.1845
4/12/20 0:00,0.1217,0.3332,0.3691,NaN,NaN,NaN,NaN,0.1456,0.1082,0.3247,0.3842,NaN,NaN,NaN,NaN,NaN,0.1928,0.2942,0.3147,NaN,NaN,NaN,NaN,0.2587,0.1199,0.3108,NaN,NaN,NaN,NaN,NaN,NaN,0.1327,0.2974,0.3997,NaN,NaN,NaN,NaN,0.1845
4/12/20 1:00,0.1217,0.333,0.3692,NaN,NaN,NaN,NaN,0.1456,0.1081,0.3244,0.3842,NaN,NaN,NaN,NaN,NaN,0.192,0.294,0.3143,NaN,NaN,NaN,NaN,0.2587,0.1195,0.3106,NaN,NaN,NaN,NaN,NaN,NaN,0.1322,0.2971,0.3999,NaN,NaN,NaN,NaN,0.1845
4/12/20 2:00,0.1218,0.3329,0.3692,NaN,NaN,NaN,NaN,0.1456,0.1084,0.3241,0.3842,NaN,NaN,NaN,NaN,NaN,0.1917,0.2938,0.3138,NaN,NaN,NaN,NaN,0.2587,0.1194,0.3104,NaN,NaN,NaN,NaN,NaN,NaN,0.132,0.2968,0.4,NaN,NaN,NaN,NaN,0.1845
4/12/20 3:00,0.1218,0.3326,0.3692,NaN,NaN,NaN,NaN,0.1456,0.1084,0.3238,0.3842,NaN,NaN,NaN,NaN,NaN,0.1914,0.2935,0.3137,NaN,NaN,NaN,NaN,0.2587,0.1193,0.3101,NaN,NaN,NaN,NaN,NaN,NaN,0.1318,0.2965,0.4,NaN,NaN,NaN,NaN,0.1845
4/12/20 4:00,0.1217,0.3326,0.3691,NaN,NaN,NaN,NaN,0.1457,0.1084,0.3236,0.3841,NaN,NaN,NaN,NaN,NaN,0.1911,0.2934,0.3136,NaN,NaN,NaN,NaN,0.2588,0.1191,0.3099,NaN,NaN,NaN,NaN,NaN,NaN,0.1316,0.2963,0.4,NaN,NaN,NaN,NaN,0.1846
4/12/20 5:00,0.1215,0.3322,0.3691,NaN,NaN,NaN,NaN,0.1456,0.1083,0.3234,0.3841,NaN,NaN,NaN,NaN,NaN,0.1905,0.2932,0.314,NaN,NaN,NaN,NaN,0.2588,0.1188,0.3097,NaN,NaN,NaN,NaN,NaN,NaN,0.1312,0.2962,NaN,NaN,NaN,NaN,NaN,0.1846
4/12/20 6:00,0.1216,0.332,0.369,NaN,NaN,NaN,NaN,0.1456,0.1086,0.3232,0.3841,NaN,NaN,NaN,NaN,NaN,0.1904,0.293,0.3142,NaN,NaN,NaN,NaN,0.2588,0.1186,0.3095,NaN,NaN,NaN,NaN,NaN,NaN,0.131,0.2959,NaN,NaN,NaN,NaN,NaN,0.1844
4/12/20 7:00,0.1214,0.3318,0.3689,NaN,NaN,NaN,NaN,0.1457,0.1087,0.323,0.3841,NaN,NaN,NaN,NaN,NaN,0.1901,0.2928,0.3138,NaN,NaN,NaN,NaN,0.2588,0.1186,0.3093,NaN,NaN,NaN,NaN,NaN,NaN,0.1309,0.2957,NaN,NaN,NaN,NaN,NaN,0.1845
4/12/20 8:00,0.1213,0.3317,0.3688,NaN,NaN,NaN,NaN,0.1459,0.1087,0.3227,0.384,NaN,NaN,NaN,NaN,NaN,0.1899,0.2927,0.3135,NaN,NaN,NaN,NaN,0.2588,0.1184,0.3091,NaN,NaN,NaN,NaN,NaN,NaN,0.1308,0.2955,NaN,NaN,NaN,NaN,NaN,0.1845
4/12/20 9:00,0.1212,0.3313,0.3686,NaN,NaN,NaN,NaN,0.1459,0.1087,0.3225,0.3839,NaN,NaN,NaN,NaN,NaN,0.1899,0.2925,0.3134,NaN,NaN,NaN,NaN,0.2589,0.1183,0.3089,NaN,NaN,NaN,NaN,NaN,NaN,0.1307,0.2953,0.4,NaN,NaN,NaN,NaN,0.1845
4/12/20 10:00,0.1231,0.3313,0.3685,NaN,NaN,NaN,NaN,0.1458,0.1199,0.3224,0.3837,NaN,NaN,NaN,NaN,NaN,0.1896,0.2923,0.3135,NaN,NaN,NaN,NaN,0.2588,0.1232,0.3087,NaN,NaN,NaN,NaN,NaN,NaN,0.1334,0.2951,0.4,NaN,NaN,NaN,NaN,0.1845
4/12/20 11:00,0.1337,0.3311,0.3685,NaN,NaN,NaN,NaN,0.1457,0.132,0.3221,0.3836,NaN,NaN,NaN,NaN,NaN,0.1888,0.2922,0.3137,NaN,NaN,NaN,NaN,0.2588,0.1282,0.3084,NaN,NaN,NaN,NaN,NaN,NaN,0.1392,0.2949,0.3999,NaN,NaN,NaN,NaN,0.1845
4/12/20 12:00,0.134,0.3307,0.3684,NaN,NaN,NaN,NaN,0.1458,0.1333,0.3216,0.3834,NaN,NaN,NaN,NaN,NaN,0.188,0.292,0.3129,NaN,NaN,NaN,NaN,0.2588,0.1286,0.3081,NaN,NaN,NaN,NaN,NaN,NaN,0.1406,0.2945,0.3999,NaN,NaN,NaN,NaN,0.1845
4/12/20 13:00,0.1369,0.3303,0.3682,NaN,NaN,NaN,NaN,0.1457,0.137,0.321,0.3833,NaN,NaN,NaN,NaN,NaN,0.1874,0.2917,0.3128,NaN,NaN,NaN,NaN,0.2588,0.129,0.3077,NaN,NaN,NaN,NaN,NaN,NaN,0.1429,0.2942,0.3998,NaN,NaN,NaN,NaN,0.1845
4/12/20 14:00,0.1359,0.33,0.368,NaN,NaN,NaN,NaN,0.1458,0.1348,0.3205,0.3831,NaN,NaN,NaN,NaN,NaN,0.1869,0.2914,0.3128,NaN,NaN,NaN,NaN,0.2588,0.1279,0.3073,NaN,NaN,NaN,NaN,NaN,NaN,0.1422,0.2938,0.3996,NaN,NaN,NaN,NaN,0.1845
4/12/20 15:00,0.1353,0.3297,0.3678,NaN,NaN,NaN,NaN,0.1457,0.133,0.3201,0.3829,NaN,NaN,NaN,NaN,NaN,0.1864,0.291,0.3126,NaN,NaN,NaN,NaN,0.2588,0.1272,0.3068,NaN,NaN,NaN,NaN,NaN,NaN,0.1417,0.2933,0.3995,NaN,NaN,NaN,NaN,0.1845
4/12/20 16:00,0.1346,0.3293,0.3675,NaN,NaN,NaN,NaN,0.1458,0.1314,0.3196,0.3827,NaN,NaN,NaN,NaN,NaN,0.1859,0.2907,0.3125,NaN,NaN,NaN,NaN,0.2588,0.1263,0.3065,NaN,NaN,NaN,NaN,NaN,NaN,0.1411,0.293,0.3993,NaN,NaN,NaN,NaN,0.1846
4/12/20 17:00,0.1339,0.3288,0.3672,NaN,NaN,NaN,NaN,0.1458,0.1296,0.3191,0.3825,NaN,NaN,NaN,NaN,NaN,0.1855,0.2904,0.3123,NaN,NaN,NaN,NaN,0.2588,0.1255,0.3062,NaN,NaN,NaN,NaN,NaN,NaN,0.1405,0.2926,0.3991,NaN,NaN,NaN,NaN,0.1846
4/12/20 18:00,0.1331,0.3285,0.3669,NaN,NaN,NaN,NaN,0.1457,0.1276,0.3186,0.3823,NaN,NaN,NaN,NaN,NaN,0.1849,0.2901,0.3122,NaN,NaN,NaN,NaN,0.2589,0.1246,0.3058,NaN,NaN,NaN,NaN,NaN,NaN,0.1399,0.2923,0.399,NaN,NaN,NaN,NaN,0.1846
4/12/20 19:00,0.1325,0.3281,0.3666,NaN,NaN,NaN,NaN,0.1457,0.126,0.3181,0.3821,NaN,NaN,NaN,NaN,NaN,0.1844,0.2898,0.3119,NaN,NaN,NaN,NaN,0.2589,0.124,0.3054,NaN,NaN,NaN,NaN,NaN,NaN,0.1394,0.2919,0.3987,NaN,NaN,NaN,NaN,0.1846
4/12/20 20:00,0.1318,0.3277,0.3663,NaN,NaN,NaN,NaN,0.1458,0.1245,0.3177,0.3818,NaN,NaN,NaN,NaN,NaN,0.1839,0.2894,0.3117,NaN,NaN,NaN,NaN,0.2589,0.1233,0.3051,NaN,NaN,NaN,NaN,NaN,NaN,0.139,0.2915,0.3985,NaN,NaN,NaN,NaN,0.1846
4/12/20 21:00,0.1312,0.3274,0.3659,NaN,NaN,NaN,NaN,0.1459,0.1234,0.3173,0.3816,NaN,NaN,NaN,NaN,NaN,0.1835,0.2891,0.3118,NaN,NaN,NaN,NaN,0.2589,0.1226,0.3047,NaN,NaN,NaN,NaN,NaN,NaN,0.1385,0.2912,0.3983,NaN,NaN,NaN,NaN,0.1846
4/12/20 22:00,0.1308,0.3271,0.3656,NaN,NaN,NaN,NaN,0.1458,0.1225,0.3168,0.3814,NaN,NaN,NaN,NaN,NaN,0.1831,0.2888,0.3118,NaN,NaN,NaN,NaN,0.2589,0.1223,0.3044,NaN,NaN,NaN,NaN,NaN,NaN,0.1382,0.2909,0.3981,NaN,NaN,NaN,NaN,0.1846
4/12/20 23:00,0.1303,0.3268,0.3653,NaN,NaN,NaN,NaN,0.146,0.1211,0.3165,0.3811,NaN,NaN,NaN,NaN,NaN,0.1828,0.2885,0.3111,NaN,NaN,NaN,NaN,0.2589,0.1217,0.304,NaN,NaN,NaN,NaN,NaN,NaN,0.1378,0.2906,0.3978,NaN,NaN,NaN,NaN,0.1846
4/13/20 0:00,0.1297,0.3266,0.3649,NaN,NaN,NaN,NaN,0.146,0.1199,0.3161,0.3809,NaN,NaN,NaN,NaN,NaN,0.1825,0.2882,0.3108,NaN,NaN,NaN,NaN,0.2589,0.1212,0.3037,NaN,NaN,NaN,NaN,NaN,NaN,0.1374,0.2903,0.3976,NaN,NaN,NaN,NaN,0.1846
4/13/20 1:00,0.1293,0.3263,0.3646,NaN,NaN,NaN,NaN,0.146,0.1193,0.3157,0.3807,NaN,NaN,NaN,NaN,NaN,0.1822,0.288,0.3107,NaN,NaN,NaN,NaN,0.2589,0.1208,0.3034,NaN,NaN,NaN,NaN,NaN,NaN,0.1371,0.2901,0.3974,NaN,NaN,NaN,NaN,0.1846
